Unnamed: 0,content,Quality,Service,Shipping,Packing
1381,"Mình học mấy trang đầu thì thấy một vài trang bị mất chữ như thế này (để ý đoạn “thường dùng trong câu trần thuật”). 
Và giao hàng cực lâu, lâu đến nỗi mình không muốn nhận nữa luôn :) 1 tháng mới tới đó, trong khi đặt ở sàn khác từ Hà Nội về còn sớm hơn",0,,0,
1450,"Ban đầu thấy ngon, chưa sử dụng nên chưa biết thế nào. Giao hàng chậm.",0,,0,
1647,"Nội dung hay nhưng mà đành hạ rating vì bên vận chuyển tiki.

Giao hàng muộn do dịch mà đóng gói ẩu quá.
Đơn mình ko có đóng xốp hay chống va đập dù ship từ Hà nội vào SG.
Sách hư hỏng móp cả góc",0,,0,
1650,"Giao chậm hơi dự kiến 1 ngày hộp sách k còn nguyên vẹn, sách bị quăn góc, sờ vào sách cảm giác không sạch",0,,0,
1728,"Mặt bàn gỗ MDF khá đẹp, chân bàn nhẹ, hơi yếu, chỉ phù hợp để đồ nhẹ như vài cuốn sách vở đơn giản...tránh đẩy ngang vì khá ọp ẹp. Shipper giao hàng bị móp nhẹ 2 góc cạnh bàn dù shop đã có chèn mút._x000D_
Nói chung là cũng không ưng ý lắm !",0,,0,
1858,"(*) Đánh giá không tính điểm
Giao hàng quá chậm trễ. Mình đi mua tặng người thân mà mãi mới nhận được hàng. Mua 20.5tr nhưng máy rất nhanh xuống pin. Face ID cũng kém hơn các dòng đời thấp hơn",0,,0,
2041,"tôi không hài lòng ! tôi thông cảm giao chậm do dịch, nhưng không hài lòng vì hàng bị như thế này.",0,,0,
2129,"Giao hàng trễ, sách bị gãy bìa và có mùi mốc!",0,,0,
2160,"Giao quá chậm, sản phẩm trầy xước nhiều , như  sản phảm cũ",0,,0,
2388,Tối mới xong việc có thời gian khui hộp. Mở ra thì thấy sách bị vết ố ở dưới bìa. Đống gói sách trong hộp giấy quá rộng mà không chèn thêm gì để cố định hết nên qua quá trình vận chuyển vị lắc và va đập làm gáy và các góc vuông của sách nó không được “đẹp” nữa. Lần này giao hàng kỳ quá. Tưởng có sách ngâm cứu sau thời gian dài bận rộn ai dè.,0,,0,
2389,"hàng hóa giá trị cao mà như gói đống rác
nhận hàng sốc luôn nát bem
không biết ip của mình có bị hư gì ko
shipper còn kêu ko biết iphone qua từ trong kho ra",0,,0,
2440,"giao hàng quá chậm, thanh sắt yếu, vừa móc đã gãy",0,,0,
2453,"Hàng bị móp méo và bị ướt nhẹ khi nhận được. Có thể thông cảm nếu là hàng bình thường, nhưng là hàng điện tử thì sẽ bị ảnh hưởng đến chất lượng sản phẩm. Thời gian giao cũng trễ hơn so với thời hạn cam kết. Khá thất vọng với lần đầu tiên mua ở shop!",0,,0,
2846,"hộp có vết trầy xước nhiều, như hộp củ, không thấy hài lòng . Tiki giao hàng quá lâu, còn 1 đơn đặt từ 31/7  dự kiến 8/8 giao, rồi đến 9/8 được nhận đến nay chưa thấy , nãn luôn.",0,1,0,1
3050,"- Bình xịt bị hỏng, ko sử dụng được.
- Giao hàng chậm dự kiến là thứ 4 giao hàng đến tận thứ 2 tuần sau đấy mới nhận được hàng.",0,1,0,1
3389,Giao hàng chậm và suýt mất đơn hàng nếu mình không gọi giục 3 ngày liên tiếp. Đến khi nhận được sách trên tay thì mép sách bị cong như ảnh. Thật sự nếu không vì nội dung cuống sách thì mình đã đánh giá 1 sao rồi.,0,1,0,1
3390,"đặt mua từ thứ hai ngày 28/6 để thứ tư ngày 7/7 đi thi thptqg sử dụng, nhưng đến thứ hai ngày 5/7 vẫn chưa thấy đâu. lên xem mvđ thì thấy shipper ghi là đến nhưng người nhận không có ở nhà. trong khi mình ở nhà ôn thi cả ngày, đt không một cuộc gọi! phải đến chiều thứ 3 gọi cho shipper yêu cầu giao hàng gấp thì mới được giao. tuy nhiên mở hàng ra thì thấy cảnh tượng như thế này! sẽ không bao giờ mua lại!",0,1,0,1
3399,"Giao hàng trễ 1 ngày. Sản phẩm lỗi, đã được thu hồi và hoàn lại tiền.",0,1,0,1
3933,Giao lâu quá túi bị đen mốc meo,0,1,0,1
4214,Không ổn tý nào giao hàng lâu,0,1,0,1
4222,"1. Sản phẩm không thẻ bảo hành chính hảng
2. Sản phẩm không còn nguyên vẹn (không biết phải hàng mới hàng là second hand)
3. Hàng giao trể hơn 1 tháng",0,1,0,1
4401,Mua một quyển sách mới mà nhìn sách bẩn thế này thì chả muốn đọc. Mua sách Tiki nhiều nhưng hôm nay vừa trải nghiệm giao hàng tệ vừa nhận được sách tệ. Quá thất vọng.,0,1,0,1
4492,"Giao hàng nhanh, nhân viên thân thiện, nhưng sản phẩm bị nhăn và rách bao bì tuy là đã bọc ở ngoài( cái này mình nghĩ là sản phẩm rách bao bì nhưng vẫn đem giao), còn số lượng giấy thì nhiều nên mình không đếm",0,1,0,1
5019,em nhận được hàng muộn hơn dự kiến. nhưng cái đấy lỗi của tiki em không nói. mà quan trọng kí do e cho 1 sao là sản phẩm dùng thử ở đt thì nghe được 1 cổng (chư dùng thử mic) còn cắm vào máy tín thì nó không nhận. em rất thất vọng về sản phẩm,0,,0,
5050," Màn hình thỉnh thoảng bị tối đi, kiểm tra độ sáng Màn hình thì đang ở mức bình thường.
- Anh shipper không vui vẻ với khách chút nào, trả lời thì cọc lốc. Nghề nào cũng vất vả, nhưng khi đã lựa chọn thì phải chấp nhận, kiểu giao tiếp như khách hàng đang mắc nợ ảnh vậy",0,,0,
5314,"Cách viết của bác Nguyên Phong vô cùng lôi cuốn, đến mức mình thấy đây giống câu chuyện giả tưởng hơn là câu chuyện thật. Nội dung cho 4/5*
Về hình thức: 2/5* vì phần cuối nhiều trang bị dính chùm, nhà xuất bản chẳng trau chuốt cho sách gì hết
Về giao hàng: 3/5* vì giao trễ.",0,,0,
5317,"Tập tô giá rẻ nên rất mỏng, được túi đựng trông xịn xò còn giấy tô thì mềm oặt. Ship hoả tốc nhưng 3 ngày mới nhận được hàng. Tiki làm ăn chán quá",0,,0,
5338,"không giống mong đợi máy nhận ram, tạm ổn mà bực cái ông giao hàng làm như nợ ông ta ko bằng giao hàng mình có chuyện ko thể đợi ổng được ra trễ 2p ổng làm như mình thiếu nợ ko bằng còn dọ ko giao hàng lỡ đặt nên mua ko déo cần thái độ khinh người thế mình xem youtu ngày nào cũng quãng cáo nên mua thử nhưng thái độ thế này chịu haizzz mua r mới hỉu phu vụ thế bỏ tiền quảng cáo sao cũng thừa thôi tính bán lần1 .........",0,,0,
5435,"Giao hàng lâu, dây cắm bị lỏng. Tiki làm ăn ngày càng chán",0,,0,
5939,Nắp vung bị móp. Thất vọng,0,,0,
5993,Chờ gần 1tháng và đây là cái kết,0,,0,
6047,Dịch vụ giao hàng quá tệ. Hẹn giao từ 5h xong báo 5h30 qua. Rồi tới gần 6h vẫn chưa qua. Mình gọi thì mới e đang qua. chưa tới nơi thì đã  gọi mình xuống. Xuống đứng Đợi rất lâu. Gọi lại thì bảo e nhờ bạn giao qua vẫn chưa giao qua à chị. Xong rồi bảo đợi lần nữa. Sau đó hơn 10p. Có bạn mặc áo tiki qua. Vừa chạy xe vừa với tay đưa đồ ra chứ cũng kg đứng lại giao được đàng hoàng. Yêu cầu tiki coi lại về vấn đề giao hàng.,0,,0,
6452,giao hàng chậm. Đinh yếu không dùng được.,0,,0,
6471,"tui chưa nhận đc sách, vào quản lý đơn hàng thì thông báo giao hàng thành công, đơn hàng này chắc shop giao lộn địa chỉ rồi",0,,0,
6503,"khung có vẻ hơi yếu, mặt ủi nhăn hơi nhăn. Giao hàng trễ hơn ngày dự tính rất 3 4 ngày liền. Đặt đến lần thứ 2 vẫn vậy. Mình vẫn nhận dc hàng nhưng gây phiền đến ng khác. Hy vọng nhưng đơn hàng sau có thể giao đúng giờ hơn, lm vc chuyên nghiệp hơn. nhanh chóng hơn. Tránh làm ảnh hưởng đến giờ giấc của khách.",0,,0,
6586,"đơn vị vận chuyển tiki làm ăn chán quá, sách cũng cũ nữa nói chung là tệ",0,,0,
6713,"Hôm bữa thái độ của shipper đã không muốn nói tới, hôm nay mở sách ra thì gặp như này??😀??
Đang từ trang 16 nhảy tít lên trang 29, rồi từ trang 40 lại quay lại trang 29???😀????
Mặc dù cuốn sách rất hữu ích, nhưng mình rất không hài lòng với cách làm việc và lỗi sai này của Tiki, mình hy vọng Tiki có thể xem xét lại",0,,0,
6760,"1. Bạn shipper khi giao hàng không gọi điện thoại cho mình mà giao cho người khác ở dưới nhà khi hỏi người ta có phải đây là anh T… họ chỉ gật và nói “Đúng rồi”. Rất bất cẩn. Tiki xem xét lại cách giao hàng qua loa như vầy. App thông báo là đã giao hàng trong khi mình chưa nhận được bất kì 1 cuộc gọi nào của shipper?!!!

2. Sản phẩm có vẻ OK. Nhưng vị trí tháo lắp đầu chà quá ngắn, khó tháo ra để thay đầu. Chà xong đầu chà bị bẩn thì thay như thế nào? Lấy tay bốc nguyên đầu chà để thay? Bất tiện vô cùng vì quá ngắn. Lực quay yếu nhìn chán hẳn. 
Nói chung đó là 1 trải nghiệm không mấy thoải mái.",0,,0,
6799,"Giao hàng siêu nhanh, sách đẹp, cơ mà mưa, hộp bị ướt, sách cong, quá là buồn",0,,0,
7423,"(*) Đánh giá không tính điểm
thiết kế đẹp nhưng ko chắc chắn lắm. vận chuyển không cẩn thận. 1 vài chi tiết bị biến dạng",0,,0,
8541,"Sách khá đẹp. Cơ mà nội dung thì mình chưa chấp nhận quan điểm này.
Anh giao hàng không chuẩn bị tiền lẻ, lấy thêm 3k của mềnh, đó là điều mình hông thích.",0,,0,
8576,"Mua tiki giao trong ngày; nhận được hàng lúc 6h tối. Đến 9h tối thử màn hình phát hiện lỗi kẻ sọc như trên, mong tiki giải quyết",0,,0,
8703,"giao trễ hẹn, bàn mẻ góc, không hướng dẫn lắp ráp, hình ảnh mô tả bị đảo ngược khiến lắp ngược",0,,0,
8743,"Sách khá cũ, dơ, vệ sinh chùi ko ra
Ship khá lâu",0,,0,
8771,thứ nhất giao hàng quá chậm. thứ hai sợi dây để    mà ko sử dụng được trắc bị nỗi rồi,0,,0,
8910,"Ủa mà dòng này không có sẵn sạc kèm theo trong hộp đựng máy ạ ?_x000D_
Giao hàng trễ nữa_x000D_
_x000D_
2 sao",0,,0,
8947,"(*) Đánh giá không tính điểm
Sách ko có màng co nhưng vẫn còn mới, giao hàng hộp bị móp và ướt làm cho sách bị ướt phần gáy, ko hài lòng",0,,0,
9073,"sản phẩm không sử dụng được,  không nhận bất kì ổ cứng nào từ ssd đến hdd 500gb 1tb 4tb đều không nhận, tem bảo hành bị rách.  Ông giao hàng quay xe còn nhanh hơn Hải.  kêu ổng đợi tí kiểm hàng để còn trả,  mới quay lưng ổng chạy mất tiêu ( chắc không nghe mình kêu đợi) .",0,,0,
9222,Giao hành nứt 1 cái. Cái còn lại mũ rất giòn vừa rớt nhẹ là đã vỡ hết.,0,,0,
9259,"Giấy trắng mua in mà giao hàng dơ, bao bìa rách, mép giấy dính đen. Lần này giao hàng rất tê. Dơ góc gần cả block giấy, sao mà in.",0,,0,
9314,"Khoảng hở gốc rất lớn ọp ẹp _x000D_
_x000D_
Bên giao hàng thì tào lao, giao ngày 18 Tây mà mãi đến 24 Tây vẫn chưa cập Nhật đã giao hàng thành công_x000D_
Có dấu hiệu lương lẹo bất chính _x000D_
Rọc lấy tem giao hàng mang về rất mờ ám",0,,0,
9443,Nhựa tốt nhưng vận chuyển bị bể,0,,0,
101,"Giao hàng chậm,sản phẩm không đúng 30watt,bóng đèn không được sáng lắm so với cùng sản phẩm cùng thương hiệu.",0,,0,
184,"Khoảng hở gốc rất lớn ọp ẹp _x000D_
_x000D_
Bên giao hàng thì tào lao, giao ngày 18 Tây mà mãi đến 24 Tây vẫn chưa cập Nhật đã giao hàng thành công_x000D_
Có dấu hiệu lương lẹo bất chính _x000D_
Rọc lấy tem giao hàng mang về rất mờ ám",0,,0,
217,Thật sự rất bực mình. Giao hàng trễ thì ko sao vì hình dịch bệnh. Nhưng mà mình mua 2 cuốn mà cả 2 đều bị hỏng góc sách như thế này. Mà sách nhìn cũ như đã bị sử dụng. Mình mong lần sau mua hàng sẽ ko phải nhận sách kiểu này nữa,0,,0,
396,"Sách thì hay rồi giao hàng nhanh mà ko bit là sạch bị móp bên hông trc khi vận chuyển hay laf trong quá trình vận chuyển ms bị. Thấy đóng gói chắc chắn lắm, dày lắm  huhuu đau lòng quá chừng 😭😭😭",0,,0,1
452,"Giao hàng thì giao trễ, sách thì bị nhăn một vài chỗ, làm ăn cái kiểu gì kì lạ",0,,0,
987,"Tôi đặt hàng 1 gối ôm và 1 vỏ gối, đã thanh toán trước và khi nhận hàng (muộn 1 ngày) thì chỉ có 1 gối ôm. Giá thành của vỏ gối bằng 2/3 giá gối. Nhắn tin với bên bán hàng không thấy trả lời.",0,,0,
1043,"Chất giấy ko đẹp lắm, giao hàng lâu",0,,0,
1052,"Sản phẩm thì trầy xước, các cạnh bong tróc lớp áo ngoài. Các thanh gỗ thì mỏng manh. Xiết vít hơi mạnh tay là bị nứt ngay luôn._x000D_
Tôi chấp nhận mua sp này với giá cao hơn các shop khác vì có dịch vụ Tikinow. Không biết vì lý do gì shipper giao 0 đúng giờ. Anh ta xin hẹn giao hàng trễ hơn, tôi cũng ok. Vậy mà anh lại báo cho Tiki là giao hàng lần 1 thất bại vì khách khất hẹn.",0,,0,
1118,"Mua máy có tặng kèm sạc anker nhưng lúc nhận máy không có sạc anker, đơn hàng anker tự huỷ, không có shipper gọi",0,,0,
1122,"Sản phẩm vừa giao đến gỡ ra thì bị gãy. Đơn hàng này giao khá lâu, bỏ công chờ đợi r nhận hàng gãy, hơi buồn ? cũng 55k cái khay chứ ít ỏi j đâu",0,,0,
1265,"Giao hàng rất chậm, sản phẩm bảo hành 1 năm?!? chưa ""bốc tem"" đã nhìn thấy hỏng.",0,,0,
1381,"Mình học mấy trang đầu thì thấy một vài trang bị mất chữ như thế này (để ý đoạn “thường dùng trong câu trần thuật”). 
Và giao hàng cực lâu, lâu đến nỗi mình không muốn nhận nữa luôn :) 1 tháng mới tới đó, trong khi đặt ở sàn khác từ Hà Nội về còn sớm hơn",0,,0,
1450,"Ban đầu thấy ngon, chưa sử dụng nên chưa biết thế nào. Giao hàng chậm.",0,,0,
1647,"Nội dung hay nhưng mà đành hạ rating vì bên vận chuyển tiki.

Giao hàng muộn do dịch mà đóng gói ẩu quá.
Đơn mình ko có đóng xốp hay chống va đập dù ship từ Hà nội vào SG.
Sách hư hỏng móp cả góc",0,,0,
1650,"Giao chậm hơi dự kiến 1 ngày hộp sách k còn nguyên vẹn, sách bị quăn góc, sờ vào sách cảm giác không sạch",0,,0,
1728,"Mặt bàn gỗ MDF khá đẹp, chân bàn nhẹ, hơi yếu, chỉ phù hợp để đồ nhẹ như vài cuốn sách vở đơn giản...tránh đẩy ngang vì khá ọp ẹp. Shipper giao hàng bị móp nhẹ 2 góc cạnh bàn dù shop đã có chèn mút._x000D_
Nói chung là cũng không ưng ý lắm !",0,,0,
1858,"(*) Đánh giá không tính điểm
Giao hàng quá chậm trễ. Mình đi mua tặng người thân mà mãi mới nhận được hàng. Mua 20.5tr nhưng máy rất nhanh xuống pin. Face ID cũng kém hơn các dòng đời thấp hơn",0,,0,
2041,"tôi không hài lòng ! tôi thông cảm giao chậm do dịch, nhưng không hài lòng vì hàng bị như thế này.",0,,0,
2129,"Giao hàng trễ, sách bị gãy bìa và có mùi mốc!",0,,0,
2160,"Giao quá chậm, sản phẩm trầy xước nhiều , như  sản phảm cũ",0,,0,
2388,Tối mới xong việc có thời gian khui hộp. Mở ra thì thấy sách bị vết ố ở dưới bìa. Đống gói sách trong hộp giấy quá rộng mà không chèn thêm gì để cố định hết nên qua quá trình vận chuyển vị lắc và va đập làm gáy và các góc vuông của sách nó không được “đẹp” nữa. Lần này giao hàng kỳ quá. Tưởng có sách ngâm cứu sau thời gian dài bận rộn ai dè.,0,,0,
2389,"hàng hóa giá trị cao mà như gói đống rác
nhận hàng sốc luôn nát bem
không biết ip của mình có bị hư gì ko
shipper còn kêu ko biết iphone qua từ trong kho ra",0,,0,
2440,"giao hàng quá chậm, thanh sắt yếu, vừa móc đã gãy",0,,0,
2453,"Hàng bị móp méo và bị ướt nhẹ khi nhận được. Có thể thông cảm nếu là hàng bình thường, nhưng là hàng điện tử thì sẽ bị ảnh hưởng đến chất lượng sản phẩm. Thời gian giao cũng trễ hơn so với thời hạn cam kết. Khá thất vọng với lần đầu tiên mua ở shop!",0,,0,
2846,"hộp có vết trầy xước nhiều, như hộp củ, không thấy hài lòng . Tiki giao hàng quá lâu, còn 1 đơn đặt từ 31/7  dự kiến 8/8 giao, rồi đến 9/8 được nhận đến nay chưa thấy , nãn luôn.",0,,0,
3050,"- Bình xịt bị hỏng, ko sử dụng được.
- Giao hàng chậm dự kiến là thứ 4 giao hàng đến tận thứ 2 tuần sau đấy mới nhận được hàng.",0,,0,
3389,Giao hàng chậm và suýt mất đơn hàng nếu mình không gọi giục 3 ngày liên tiếp. Đến khi nhận được sách trên tay thì mép sách bị cong như ảnh. Thật sự nếu không vì nội dung cuống sách thì mình đã đánh giá 1 sao rồi.,0,,0,
3390,"đặt mua từ thứ hai ngày 28/6 để thứ tư ngày 7/7 đi thi thptqg sử dụng, nhưng đến thứ hai ngày 5/7 vẫn chưa thấy đâu. lên xem mvđ thì thấy shipper ghi là đến nhưng người nhận không có ở nhà. trong khi mình ở nhà ôn thi cả ngày, đt không một cuộc gọi! phải đến chiều thứ 3 gọi cho shipper yêu cầu giao hàng gấp thì mới được giao. tuy nhiên mở hàng ra thì thấy cảnh tượng như thế này! sẽ không bao giờ mua lại!",0,,0,
3399,"Giao hàng trễ 1 ngày. Sản phẩm lỗi, đã được thu hồi và hoàn lại tiền.",0,,0,
3933,Giao lâu quá túi bị đen mốc meo,0,,0,
4214,Không ổn tý nào giao hàng lâu,0,,0,
4222,"1. Sản phẩm không thẻ bảo hành chính hảng
2. Sản phẩm không còn nguyên vẹn (không biết phải hàng mới hàng là second hand)
3. Hàng giao trể hơn 1 tháng",0,,0,
4401,Mua một quyển sách mới mà nhìn sách bẩn thế này thì chả muốn đọc. Mua sách Tiki nhiều nhưng hôm nay vừa trải nghiệm giao hàng tệ vừa nhận được sách tệ. Quá thất vọng.,0,,0,
4492,"Giao hàng nhanh, nhân viên thân thiện, nhưng sản phẩm bị nhăn và rách bao bì tuy là đã bọc ở ngoài( cái này mình nghĩ là sản phẩm rách bao bì nhưng vẫn đem giao), còn số lượng giấy thì nhiều nên mình không đếm",0,,0,
5019,em nhận được hàng muộn hơn dự kiến. nhưng cái đấy lỗi của tiki em không nói. mà quan trọng kí do e cho 1 sao là sản phẩm dùng thử ở đt thì nghe được 1 cổng (chư dùng thử mic) còn cắm vào máy tín thì nó không nhận. em rất thất vọng về sản phẩm,0,,0,
5050," Màn hình thỉnh thoảng bị tối đi, kiểm tra độ sáng Màn hình thì đang ở mức bình thường.
- Anh shipper không vui vẻ với khách chút nào, trả lời thì cọc lốc. Nghề nào cũng vất vả, nhưng khi đã lựa chọn thì phải chấp nhận, kiểu giao tiếp như khách hàng đang mắc nợ ảnh vậy",0,,0,
5314,"Cách viết của bác Nguyên Phong vô cùng lôi cuốn, đến mức mình thấy đây giống câu chuyện giả tưởng hơn là câu chuyện thật. Nội dung cho 4/5*
Về hình thức: 2/5* vì phần cuối nhiều trang bị dính chùm, nhà xuất bản chẳng trau chuốt cho sách gì hết
Về giao hàng: 3/5* vì giao trễ.",0,,0,
5317,"Tập tô giá rẻ nên rất mỏng, được túi đựng trông xịn xò còn giấy tô thì mềm oặt. Ship hoả tốc nhưng 3 ngày mới nhận được hàng. Tiki làm ăn chán quá",0,,0,
5338,"không giống mong đợi máy nhận ram, tạm ổn mà bực cái ông giao hàng làm như nợ ông ta ko bằng giao hàng mình có chuyện ko thể đợi ổng được ra trễ 2p ổng làm như mình thiếu nợ ko bằng còn dọ ko giao hàng lỡ đặt nên mua ko déo cần thái độ khinh người thế mình xem youtu ngày nào cũng quãng cáo nên mua thử nhưng thái độ thế này chịu haizzz mua r mới hỉu phu vụ thế bỏ tiền quảng cáo sao cũng thừa thôi tính bán lần1 .........",0,,0,
5435,"Giao hàng lâu, dây cắm bị lỏng. Tiki làm ăn ngày càng chán",0,,0,
5939,Nắp vung bị móp. Thất vọng,0,,0,
5993,Chờ gần 1tháng và đây là cái kết,0,,0,
6047,Dịch vụ giao hàng quá tệ. Hẹn giao từ 5h xong báo 5h30 qua. Rồi tới gần 6h vẫn chưa qua. Mình gọi thì mới e đang qua. chưa tới nơi thì đã  gọi mình xuống. Xuống đứng Đợi rất lâu. Gọi lại thì bảo e nhờ bạn giao qua vẫn chưa giao qua à chị. Xong rồi bảo đợi lần nữa. Sau đó hơn 10p. Có bạn mặc áo tiki qua. Vừa chạy xe vừa với tay đưa đồ ra chứ cũng kg đứng lại giao được đàng hoàng. Yêu cầu tiki coi lại về vấn đề giao hàng.,0,,0,
6452,giao hàng chậm. Đinh yếu không dùng được.,0,,0,
6471,"tui chưa nhận đc sách, vào quản lý đơn hàng thì thông báo giao hàng thành công, đơn hàng này chắc shop giao lộn địa chỉ rồi",0,,0,
6503,"khung có vẻ hơi yếu, mặt ủi nhăn hơi nhăn. Giao hàng trễ hơn ngày dự tính rất 3 4 ngày liền. Đặt đến lần thứ 2 vẫn vậy. Mình vẫn nhận dc hàng nhưng gây phiền đến ng khác. Hy vọng nhưng đơn hàng sau có thể giao đúng giờ hơn, lm vc chuyên nghiệp hơn. nhanh chóng hơn. Tránh làm ảnh hưởng đến giờ giấc của khách.",0,,0,
6586,"đơn vị vận chuyển tiki làm ăn chán quá, sách cũng cũ nữa nói chung là tệ",0,,0,
6713,"Hôm bữa thái độ của shipper đã không muốn nói tới, hôm nay mở sách ra thì gặp như này??😀??
Đang từ trang 16 nhảy tít lên trang 29, rồi từ trang 40 lại quay lại trang 29???😀????
Mặc dù cuốn sách rất hữu ích, nhưng mình rất không hài lòng với cách làm việc và lỗi sai này của Tiki, mình hy vọng Tiki có thể xem xét lại",0,,0,
6760,"1. Bạn shipper khi giao hàng không gọi điện thoại cho mình mà giao cho người khác ở dưới nhà khi hỏi người ta có phải đây là anh T… họ chỉ gật và nói “Đúng rồi”. Rất bất cẩn. Tiki xem xét lại cách giao hàng qua loa như vầy. App thông báo là đã giao hàng trong khi mình chưa nhận được bất kì 1 cuộc gọi nào của shipper?!!!

2. Sản phẩm có vẻ OK. Nhưng vị trí tháo lắp đầu chà quá ngắn, khó tháo ra để thay đầu. Chà xong đầu chà bị bẩn thì thay như thế nào? Lấy tay bốc nguyên đầu chà để thay? Bất tiện vô cùng vì quá ngắn. Lực quay yếu nhìn chán hẳn. 
Nói chung đó là 1 trải nghiệm không mấy thoải mái.",0,,0,
6799,"Giao hàng siêu nhanh, sách đẹp, cơ mà mưa, hộp bị ướt, sách cong, quá là buồn",0,,0,
7423,"(*) Đánh giá không tính điểm
thiết kế đẹp nhưng ko chắc chắn lắm. vận chuyển không cẩn thận. 1 vài chi tiết bị biến dạng",0,,0,
8541,"Sách khá đẹp. Cơ mà nội dung thì mình chưa chấp nhận quan điểm này.
Anh giao hàng không chuẩn bị tiền lẻ, lấy thêm 3k của mềnh, đó là điều mình hông thích.",0,,0,
8576,"Mua tiki giao trong ngày; nhận được hàng lúc 6h tối. Đến 9h tối thử màn hình phát hiện lỗi kẻ sọc như trên, mong tiki giải quyết",0,,0,
8703,"giao trễ hẹn, bàn mẻ góc, không hướng dẫn lắp ráp, hình ảnh mô tả bị đảo ngược khiến lắp ngược",0,,0,
8743,"Sách khá cũ, dơ, vệ sinh chùi ko ra
Ship khá lâu",0,,0,
8771,thứ nhất giao hàng quá chậm. thứ hai sợi dây để    mà ko sử dụng được trắc bị nỗi rồi,0,,0,
8910,"Ủa mà dòng này không có sẵn sạc kèm theo trong hộp đựng máy ạ ?_x000D_
Giao hàng trễ nữa_x000D_
_x000D_
2 sao",0,,0,
8947,"(*) Đánh giá không tính điểm
Sách ko có màng co nhưng vẫn còn mới, giao hàng hộp bị móp và ướt làm cho sách bị ướt phần gáy, ko hài lòng",0,,0,
9073,"sản phẩm không sử dụng được,  không nhận bất kì ổ cứng nào từ ssd đến hdd 500gb 1tb 4tb đều không nhận, tem bảo hành bị rách.  Ông giao hàng quay xe còn nhanh hơn Hải.  kêu ổng đợi tí kiểm hàng để còn trả,  mới quay lưng ổng chạy mất tiêu ( chắc không nghe mình kêu đợi) .",0,,0,
9222,Giao hành nứt 1 cái. Cái còn lại mũ rất giòn vừa rớt nhẹ là đã vỡ hết.,0,,0,
9259,"Giấy trắng mua in mà giao hàng dơ, bao bìa rách, mép giấy dính đen. Lần này giao hàng rất tê. Dơ góc gần cả block giấy, sao mà in.",0,,0,
9314,"Khoảng hở gốc rất lớn ọp ẹp _x000D_
_x000D_
Bên giao hàng thì tào lao, giao ngày 18 Tây mà mãi đến 24 Tây vẫn chưa cập Nhật đã giao hàng thành công_x000D_
Có dấu hiệu lương lẹo bất chính _x000D_
Rọc lấy tem giao hàng mang về rất mờ ám",0,,0,
9443,Nhựa tốt nhưng vận chuyển bị bể,0,,0,
